Episode,Reward,Accumulated Reward,Average Reward,Loss
1,10,10,10.0,321.9126281738281
2,9,19,9.5,1067398.375
3,9,28,9.333333333333334,28916.5546875
4,9,37,9.25,1458.20751953125
5,10,47,9.4,24.09128761291504
6,10,57,9.5,4524.69970703125
7,8,65,9.285714285714286,1996.9053955078125
8,8,73,9.125,20.854887008666992
9,10,83,9.222222222222221,0.3671744167804718
10,6,89,8.9,0.3758985698223114
11,9,98,8.909090909090908,0.377322793006897
12,8,106,8.833333333333334,0.38065218925476074
13,10,116,8.923076923076923,0.3807428777217865
14,7,123,8.785714285714286,966.2013549804688
15,10,133,8.866666666666667,23.8343505859375
16,10,143,8.9375,141.16773986816406
17,10,153,9.0,3391.310302734375
18,10,163,9.055555555555555,3.845817804336548
19,10,173,9.105263157894736,0.3823983371257782
20,10,183,9.15,0.38254067301750183
21,10,193,9.19047619047619,0.3827718198299408
22,10,203,9.227272727272727,0.38302192091941833
23,10,213,9.26086956521739,0.3830818831920624
24,9,222,9.25,0.383169561624527
25,10,232,9.28,0.38324904441833496
26,9,241,9.26923076923077,0.35961034893989563
27,10,251,9.296296296296296,0.3833208978176117
28,9,260,9.285714285714286,0.3833024799823761
29,10,270,9.310344827586206,0.38327503204345703
30,10,280,9.333333333333334,0.38323450088500977
31,8,288,9.290322580645162,0.38306424021720886
32,10,298,9.3125,0.3829634487628937
33,10,308,9.333333333333334,0.38290342688560486
34,9,317,9.323529411764707,0.35945090651512146
35,10,327,9.342857142857143,0.3826557695865631
36,9,336,9.333333333333334,0.38257598876953125
37,10,346,9.35135135135135,0.38249483704566956
38,10,356,9.368421052631579,0.3823646008968353
39,6,362,9.282051282051283,0.3821147382259369
40,10,372,9.3,0.3820563554763794
41,7,379,9.24390243902439,0.359073668718338
42,8,387,9.214285714285714,0.381717711687088
43,7,394,9.162790697674419,0.38131311535835266
44,10,404,9.181818181818182,0.38059911131858826
45,10,414,9.2,0.37995824217796326
46,10,424,9.217391304347826,0.35828983783721924
47,10,434,9.23404255319149,0.37897834181785583
48,9,443,9.229166666666666,0.3781960904598236
49,7,450,9.183673469387756,0.37686315178871155
50,10,460,9.2,0.35716307163238525
51,9,469,9.196078431372548,0.37450268864631653
52,5,474,9.115384615384615,0.3560084402561188
53,10,484,9.132075471698114,0.37200140953063965
54,9,493,9.12962962962963,0.3695068359375
55,10,503,9.145454545454545,0.3667733371257782
56,10,513,9.160714285714286,0.3525424301624298
57,10,523,9.175438596491228,0.351258248090744
58,7,530,9.137931034482758,0.3580423593521118
59,10,540,9.152542372881356,0.35399767756462097
60,10,550,9.166666666666666,0.34592345356941223
61,10,560,9.180327868852459,0.34606269001960754
62,7,567,9.14516129032258,0.34163597226142883
63,10,577,9.158730158730158,0.33892348408699036
64,9,586,9.15625,0.3361707031726837
65,9,595,9.153846153846153,0.33332934975624084
66,9,604,9.151515151515152,0.33015087246894836
67,9,613,9.149253731343284,0.32637378573417664
68,10,623,9.161764705882353,0.320724219083786
69,10,633,9.173913043478262,0.3148035705089569
70,7,640,9.142857142857142,0.3086155354976654
71,10,650,9.154929577464788,0.3017560541629791
72,9,659,9.152777777777779,0.2946232259273529
73,10,669,9.164383561643836,0.28726503252983093
74,10,679,9.175675675675675,0.2806418240070343
75,10,689,9.186666666666667,0.27982577681541443
76,10,699,9.197368421052632,0.2783609926700592
77,10,709,9.207792207792208,0.2763194143772125
78,10,719,9.217948717948717,0.27376827597618103
79,10,729,9.227848101265822,0.27076971530914307
80,10,739,9.2375,0.267380952835083
81,10,749,9.246913580246913,0.2636546194553375
82,10,759,9.25609756097561,0.2596389949321747
83,10,769,9.265060240963855,0.2553778290748596
84,10,779,9.273809523809524,0.25091099739074707
85,10,789,9.282352941176471,0.24627470970153809
86,10,799,9.290697674418604,0.24150149524211884
87,10,809,9.298850574712644,0.23662054538726807
88,10,819,9.306818181818182,0.2316584438085556
89,10,829,9.314606741573034,0.22663860023021698
90,10,839,9.322222222222223,0.2215820550918579
91,10,849,9.32967032967033,0.2165074199438095
