Episode,Reward,Accumulated Reward,Average Reward,Loss
1,9,9,9.0,3678.625
2,10,19,9.5,8116.7421875
3,9,28,9.333333333333334,129.65625
4,10,38,9.5,3487.75
5,6,44,8.8,4188.0
6,10,54,9.0,9077.0
7,10,64,9.142857142857142,7421.0
8,8,72,9.0,70787288.0
9,6,78,8.666666666666666,7019.0
10,10,88,8.8,275.71875
11,6,94,8.545454545454545,1129.0
12,5,99,8.25,2866.0
13,5,104,8.0,2777.0
14,8,112,8.0,4699.0
15,3,115,7.666666666666667,817.5
16,6,121,7.5625,0.2054375857114792
17,3,124,7.294117647058823,6065.0
18,-1,123,6.833333333333333,101.9609375
19,10,133,7.0,0.2656945586204529
20,10,143,7.15,5576.0
21,6,149,7.095238095238095,434.0
22,-7,142,6.454545454545454,9469.4375
23,2,144,6.260869565217392,5017.5
24,9,153,6.375,147.859375
25,4,157,6.28,141.375
26,10,167,6.423076923076923,4129.75
27,10,177,6.555555555555555,76671.1875
28,10,187,6.678571428571429,3182.25
29,10,197,6.793103448275862,2905.75
30,10,207,6.9,7272.3125
31,10,217,7.0,50.53125
32,10,227,7.09375,425.0
33,10,237,7.181818181818182,8398.7763671875
34,10,247,7.264705882352941,0.37973490357398987
35,10,257,7.3428571428571425,479.2967834472656
36,10,267,7.416666666666667,129582.8671875
37,10,277,7.486486486486487,118842.84375
38,10,287,7.552631578947368,43390.46484375
39,10,297,7.615384615384615,75670.28125
40,10,307,7.675,66375.984375
41,10,317,7.7317073170731705,5594.583984375
42,10,327,7.785714285714286,0.3820403814315796
43,10,337,7.837209302325581,15173.7265625
44,10,347,7.886363636363637,0.38319095969200134
45,10,357,7.933333333333334,1429.1319580078125
46,10,367,7.978260869565218,4.515809535980225
47,10,377,8.02127659574468,0.3846850097179413
48,10,387,8.0625,0.3850957453250885
49,10,397,8.10204081632653,6693.650390625
50,10,407,8.14,7694.16064453125
51,10,417,8.176470588235293,27937.080078125
52,10,427,8.211538461538462,121.40802764892578
53,10,437,8.245283018867925,20606.333984375
54,10,447,8.277777777777779,116325.8359375
55,10,457,8.309090909090909,6871.875
56,10,467,8.339285714285714,36915.86328125
57,10,477,8.368421052631579,51857.9375
58,10,487,8.39655172413793,0.38694289326667786
59,10,497,8.423728813559322,93304.6171875
60,10,507,8.45,28024.6484375
61,10,517,8.475409836065573,4980.1455078125
62,10,527,8.5,0.3858083486557007
63,10,537,8.523809523809524,14109.8984375
64,10,547,8.546875,293.3424072265625
65,10,557,8.569230769230769,306.85882568359375
66,10,567,8.590909090909092,711.3760375976562
67,10,577,8.611940298507463,0.3825439512729645
68,10,587,8.632352941176471,884.1420288085938
69,10,597,8.652173913043478,0.38263022899627686
70,10,607,8.67142857142857,49.77011489868164
71,10,617,8.690140845070422,409.5668640136719
72,10,627,8.708333333333334,0.3827846944332123
73,10,637,8.726027397260275,164.7294464111328
74,10,647,8.743243243243244,106.7109603881836
75,10,657,8.76,12.10940933227539
76,10,667,8.776315789473685,1.854911208152771
77,10,677,8.792207792207792,0.610002338886261
78,10,687,8.807692307692308,0.38311681151390076
79,10,697,8.822784810126583,13.987456321716309
80,10,707,8.8375,25.433279037475586
81,10,717,8.851851851851851,0.08651179075241089
82,10,727,8.865853658536585,0.38325050473213196
83,10,737,8.879518072289157,11.378902435302734
84,10,747,8.892857142857142,128.35765075683594
85,10,757,8.905882352941177,232.9535675048828
86,10,767,8.918604651162791,0.28115835785865784
87,10,777,8.931034482758621,185.41127014160156
88,-31,746,8.477272727272727,1141.102294921875
89,10,756,8.49438202247191,0.3786148130893707
90,10,766,8.511111111111111,931.5173950195312
91,10,776,8.527472527472527,1071.8426513671875
92,10,786,8.543478260869565,0.37878480553627014
93,10,796,8.559139784946236,2071.095458984375
94,10,806,8.574468085106384,10183.9951171875
95,10,816,8.589473684210526,14.438300132751465
96,10,826,8.604166666666666,2466.838134765625
