Episode,Reward,Accumulated Reward,Average Reward,Loss
459,10,4505,9.814814814814815,9.273817340726964e-07
460,10,4515,9.815217391304348,8.802744559943676e-07
461,10,4525,9.815618221258134,8.354011811206874e-07
462,10,4535,9.816017316017316,7.926819307613187e-07
463,10,4545,9.816414686825054,7.5203843152849e-07
464,10,4555,9.816810344827585,7.124644980649464e-07
465,10,4565,9.817204301075268,3.8437551097558753e-07
466,10,4575,9.817596566523605,1.9064493983478314e-07
467,10,4585,9.817987152034261,7.308729976784889e-08
468,10,4595,9.818376068376068,1.4540091797243804e-08
469,10,4605,9.818763326226012,2.2100721253082156e-10
470,10,4615,9.819148936170214,1.8796527001541108e-08
471,10,4625,9.819532908704883,6.057507562218234e-08
472,10,4635,9.819915254237289,1.1842379166182582e-07
473,10,4645,9.82029598308668,1.8681778612972266e-07
474,10,4655,9.820675105485233,2.5995663577305095e-07
475,10,4665,9.821052631578947,3.3551381761753873e-07
476,10,4675,9.821428571428571,4.1005145590133907e-07
477,10,4685,9.821802935010481,4.820688559448172e-07
478,10,4695,9.822175732217573,5.500651241163723e-07
479,10,4705,9.822546972860126,6.121629780864168e-07
480,10,4715,9.822916666666666,6.685468179057352e-07
481,10,4725,9.823284823284823,7.189858592937526e-07
482,10,4735,9.823651452282158,7.625797593391326e-07
483,10,4745,9.824016563146998,7.995598139132198e-07
484,10,4755,9.824380165289256,8.31380020827055e-07
485,10,4765,9.824742268041238,8.556526154279709e-07
486,10,4775,9.825102880658436,8.751160862630059e-07
487,10,4785,9.825462012320328,8.895976861822419e-07
488,10,4795,9.825819672131148,8.989700290840119e-07
489,10,4805,9.826175869120654,9.04198088846897e-07
490,10,4815,9.826530612244898,9.04198088846897e-07
491,10,4825,9.826883910386965,9.021050573210232e-07
492,10,4835,9.827235772357724,8.947984611040738e-07
493,10,4845,9.827586206896552,8.854479460751463e-07
494,10,4855,9.827935222672064,8.740862540435046e-07
495,10,4865,9.828282828282829,8.597319833825168e-07
496,10,4875,9.828629032258064,8.434726623818278e-07
497,10,4885,9.82897384305835,8.263671702479769e-07
498,10,4895,9.829317269076306,8.074566721916199e-07
499,10,4905,9.829659318637274,7.868102329666726e-07
500,10,4915,9.83,7.654674050172616e-07
501,10,4925,9.830339321357286,7.44418059639429e-07
502,10,4935,9.830677290836654,7.217898314593185e-07
